plant_id,image_path,source,source_page,source_file_url,downloaded_file_url,title,author,license,license_url,reviewed_status
PLANT-0009,/images/plants/local/plant-0009-local-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ехінацея пурпурова 1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ехінацея пурпурова 1.jpg,/images/plants/local/plant-0009-local-01.jpg,Ехінацея пурпурова 1,Flora & Aroma local file,operator_supplied,,operator_approved_for_storefront
PLANT-0098,/images/plants/plant-0098-commons.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Thymus_vulgaris_002.JPG,https://upload.wikimedia.org/wikipedia/commons/a/ac/Thymus_vulgaris_002.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Thymus_vulgaris_002.JPG/1280px-Thymus_vulgaris_002.JPG,Thymus vulgaris 002.JPG,H. Zell,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,operator_visual_review_required_for_publication
PLANT-0084,/images/plants/local/plant-0084-local-gallery-05.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Агастахе фенхельне P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Агастахе фенхельне P11.jpg,/images/plants/local/plant-0084-local-gallery-05.jpg,Агастахе фенхельне P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0058,/images/plants/local/plant-0058-local-gallery-05.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Аквілегія V120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Аквілегія V120.jpg,/images/plants/local/plant-0058-local-gallery-05.jpg,Аквілегія V120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0085,/images/plants/local/plant-0085-local-gallery-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє V-120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє V-120.jpg,/images/plants/local/plant-0085-local-gallery-01.jpg,Вівсяниця Готьє V-120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0085,/images/plants/local/plant-0085-local-gallery-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє P11.jpg,/images/plants/local/plant-0085-local-gallery-02.jpg,Вівсяниця Готьє P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-local-gallery-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський  V-120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський  V-120.jpg,/images/plants/local/plant-0069-local-gallery-01.jpg,Едельвейс альпійський V-120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-local-gallery-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський Р9.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський Р9.jpg,/images/plants/local/plant-0069-local-gallery-02.jpg,Едельвейс альпійський Р9,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0051,/images/plants/local/plant-0051-local-03.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Каламінта котовникова P11 1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Каламінта котовникова P11 1.jpg,/images/plants/local/plant-0051-local-03.jpg,Каламінта котовникова P11 1,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0010,/images/plants/local/plant-0010-format-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка V120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка V120.jpg,/images/plants/local/plant-0010-format-01.jpg,Ковила тонка V120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0014,/images/plants/local/plant-0014-local-gallery-03.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Котовник котячий P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Котовник котячий P11.jpg,,Котівник котячий P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0073,/images/plants/local/plant-0073-local-gallery-01.png,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote.png,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote.png,,Лаванда вузьколиста Hidcote,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0073,/images/plants/local/plant-0073-local-gallery-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote V-120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote V-120.jpg,,Лаванда вузьколиста Hidcote V-120,Flora & Aroma local file,operator_supplied,,container_photo_not_primary
PLANT-0073,/images/plants/local/plant-0073-local-gallery-03.png,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote 2.png,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Лаванда вузьколиста Hidcote 2.png,,Лаванда вузьколиста Hidcote 2,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0035,/images/plants/local/plant-0035-local-05.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Левізія V120 2.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Левізія V120 2.jpg,,Левізія V120 2,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0035,/images/plants/local/plant-0035-local-06.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Левізія V120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Левізія V120.jpg,,Левізія V120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0081,/images/plants/local/plant-0081-local-gallery-04.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Мята перцева P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Мята перцева P11.jpg,,М’ята перцева P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0077,/images/plants/local/plant-0077-local-03.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Орегано звичайне P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Орегано звичайне P11.jpg,,Орегано звичайне P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0087,/images/plants/local/plant-0087-local-gallery-01.webp,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий 1.webp,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий 1.webp,,Чебрець повзучий 1,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0087,/images/plants/local/plant-0087-local-gallery-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий 2.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий 2.jpg,,Чебрець повзучий 2,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0087,/images/plants/local/plant-0087-format-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий P9.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Чебрець повзучий P9.jpg,,Чебрець повзучий P9,Flora & Aroma local file,operator_supplied,,container_photo_not_primary
PLANT-0074,/images/plants/local/plant-0074-local-gallery-04.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Рута запашна P9.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Рута запашна P9.jpg,,Рута запашна P9,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0061,/images/plants/local/plant-0061-local-04.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія австрійська V-120 1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія австрійська V-120 1.jpg,,Шавлія австрійська V-120 1,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0041,/images/plants/local/plant-0041-local-06.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія дібровна P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія дібровна P11.jpg,,Шавлія дібровна P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0078,/images/plants/local/plant-0078-local-04.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія мускатна V-120 1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія мускатна V-120 1.jpg,,Шавлія мускатна V-120 1,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0078,/images/plants/local/plant-0078-local-05.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія мускатна P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія мускатна P11.jpg,,Шавлія мускатна P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0082,/images/plants/local/plant-0082-local-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лікарська P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лікарська P11.jpg,,Шавлія лікарська P11,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0028,/images/plants/local/plant-0028-local-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Сосна звичайна V-120.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Сосна звичайна V-120.jpg,,Сосна кримська - локальне фото V-120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0028,/images/plants/local/plant-0028-format-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Сосна звичайна V-120-1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Сосна звичайна V-120-1.jpg,,Сосна кримська - формат вирощування V-120,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0010,/images/plants/local/plant-0010-local-gallery-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка.jpg,,Ковила тонка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0010,/images/plants/local/plant-0010-local-gallery-02.png,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка 2.png,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка 2.png,,Ковила тонка 2,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0010,/images/plants/local/plant-0010-local-gallery-03.jfif,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка 3.jfif,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Ковила тонка 3.jfif,,Ковила тонка 3,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0085,/images/plants/local/plant-0085-local-gallery-03.png,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє.png,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Вівсяниця Готьє.png,,Вівсяниця Готьє,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-local-gallery-03.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський.jpg,,Едельвейс альпійський,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-local-gallery-04.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський 2.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський 2.jpg,,Едельвейс альпійський 2,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-local-gallery-05.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський 3.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Едельвейс альпійський 3.jpg,,Едельвейс альпійський 3,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0090,/images/plants/local/plant-0090-local-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна.jpg,,Шавлія лучна,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0090,/images/plants/local/plant-0090-format-01.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна P11.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна P11.jpg,,Шавлія лучна P11,Flora & Aroma local file,operator_supplied,,container_photo_not_primary
PLANT-0090,/images/plants/local/plant-0090-local-02.jpg,Local Flora image folder,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна 1.jpg,C:\Users\Лесхоз7\Desktop\flora_aroma\Изображения\Шавлія лучна 1.jpg,,Шавлія лучна 1,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0050,/images/plants/local/plant-0050-card-01.png,Local Flora image folder,Изображения/Картки рослин/Акмела городня.png,Изображения/Картки рослин/Акмела городня.png,,Акмела городня - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0048,/images/plants/local/plant-0048-card-01.png,Local Flora image folder,Изображения/Картки рослин/Вівсяниця сиза.png,Изображения/Картки рослин/Вівсяниця сиза.png,,Вівсяниця сиза 'Freddy' - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0052,/images/plants/local/plant-0052-card-01.png,Local Flora image folder,Изображения/Картки рослин/Вербена буенос-айреська.png,Изображения/Картки рослин/Вербена буенос-айреська.png,,Вербена буенос-айреська - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0004,/images/plants/local/plant-0004-card-01.png,Local Flora image folder,Изображения/Картки рослин/Гвоздика бородата.png,Изображения/Картки рослин/Гвоздика бородата.png,,Гвоздика бородата - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0069,/images/plants/local/plant-0069-card-01.png,Local Flora image folder,Изображения/Картки рослин/Едельвейс альпійський.png,Изображения/Картки рослин/Едельвейс альпійський.png,,Едельвейс альпійський - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0009,/images/plants/local/plant-0009-card-01.png,Local Flora image folder,Изображения/Картки рослин/Ехінацея пурпурова.png,Изображения/Картки рослин/Ехінацея пурпурова.png,,Ехінацея пурпурова - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0045,/images/plants/local/plant-0045-card-01.jpg,Local Flora image folder,Изображения/Картки рослин/Ехіум червоний.jpg,Изображения/Картки рослин/Ехіум червоний.jpg,,Ехіум червоний - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0051,/images/plants/local/plant-0051-card-01.png,Local Flora image folder,Изображения/Картки рослин/Каламінта котовникова.png,Изображения/Картки рослин/Каламінта котовникова.png,,Каламінта котовникова - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0042,/images/plants/local/plant-0042-card-01.png,Local Flora image folder,Изображения/Картки рослин/Кніфофія ягідна.png,Изображения/Картки рослин/Кніфофія ягідна.png,,Кніфофія ягідна - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0055,/images/plants/local/plant-0055-card-01.jpg,Local Flora image folder,Изображения/Картки рослин/Лаванда широколиста картка.jpg,Изображения/Картки рослин/Лаванда широколиста картка.jpg,,Лаванда широколиста - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0035,/images/plants/local/plant-0035-card-01.png,Local Flora image folder,Изображения/Картки рослин/Левізія Elise mix.png,Изображения/Картки рослин/Левізія Elise mix.png,,Левізія 'Elise Mix' - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0057,/images/plants/local/plant-0057-card-01.png,Local Flora image folder,Изображения/Картки рослин/Мак східний червоний.png,Изображения/Картки рослин/Мак східний червоний.png,,Мак східний червоний - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0037,/images/plants/local/plant-0037-card-01.jpg,Local Flora image folder,Изображения/Картки рослин/Мята гірська.jpg,Изображения/Картки рослин/Мята гірська.jpg,,М'ята гірська - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0081,/images/plants/local/plant-0081-card-01.png,Local Flora image folder,Изображения/Картки рослин/Мята перцева.png,Изображения/Картки рослин/Мята перцева.png,,М’ята перцева - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0077,/images/plants/local/plant-0077-card-01.png,Local Flora image folder,Изображения/Картки рослин/Орегано звичайне.png,Изображения/Картки рослин/Орегано звичайне.png,,Орегано звичайне - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0039,/images/plants/local/plant-0039-card-01.png,Local Flora image folder,Изображения/Картки рослин/Піщанка гірська.png,Изображения/Картки рослин/Піщанка гірська.png,,Піщанка гірська 'Snowbank' - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0003,/images/plants/local/plant-0003-card-01.jpg,Local Flora image folder,Изображения/Картки рослин/Пенісетум лисохвостий.jpg,Изображения/Картки рослин/Пенісетум лисохвостий.jpg,,Пенісетум лисохвостий - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0024,/images/plants/local/plant-0024-card-01.png,Local Flora image folder,Изображения/Картки рослин/Пижмо звичайне.png,Изображения/Картки рослин/Пижмо звичайне.png,,Пижмо звичайне - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0067,/images/plants/local/plant-0067-card-01.png,Local Flora image folder,Изображения/Картки рослин/Полин гіркий.png,Изображения/Картки рослин/Полин гіркий.png,,Полин гіркий - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0066,/images/plants/local/plant-0066-card-01.png,Local Flora image folder,Изображения/Картки рослин/Розмарин лікарський.png,Изображения/Картки рослин/Розмарин лікарський.png,,Розмарин лікарський - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0016,/images/plants/local/plant-0016-card-01.png,Local Flora image folder,Изображения/Картки рослин/Ромашка великоквіткава.png,Изображения/Картки рослин/Ромашка великоквіткава.png,,Нив'яник найбільший - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0074,/images/plants/local/plant-0074-card-01.png,Local Flora image folder,Изображения/Картки рослин/Рута запашна.png,Изображения/Картки рослин/Рута запашна.png,,Рута запашна - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0049,/images/plants/local/plant-0049-card-01.jpg,Local Flora image folder,Изображения/Картки рослин/Синюха голуба.jpg,Изображения/Картки рослин/Синюха голуба.jpg,,Синюха голуба - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0087,/images/plants/local/plant-0087-card-01.png,Local Flora image folder,Изображения/Картки рослин/Чебрець повзучий P9.png,Изображения/Картки рослин/Чебрець повзучий P9.png,,Чебрець повзучий - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0061,/images/plants/local/plant-0061-card-01.png,Local Flora image folder,Изображения/Картки рослин/Шавлія австрійська.png,Изображения/Картки рослин/Шавлія австрійська.png,,Шавлія австрійська - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0041,/images/plants/local/plant-0041-card-01.png,Local Flora image folder,Изображения/Картки рослин/Шавлія дібровна.png,Изображения/Картки рослин/Шавлія дібровна.png,,Шавлія дібровна - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0082,/images/plants/local/plant-0082-card-01.png,Local Flora image folder,Изображения/Картки рослин/Шавлія лікарська.png,Изображения/Картки рослин/Шавлія лікарська.png,,Шавлія лікарська - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0078,/images/plants/local/plant-0078-card-01.png,Local Flora image folder,Изображения/Картки рослин/Шавлія мускатна.png,Изображения/Картки рослин/Шавлія мускатна.png,,Шавлія мускатна - картка,Flora & Aroma local file,operator_supplied,,operator_selected_for_storefront
PLANT-0091,/images/plants/local/plant-0091-local-01.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Felix' 1.jpg,Изображения/Котівник гроновидний 'Felix' 1.jpg,,Котівник гроновидний 'Felix' — основне фото,Flora & Aroma local file,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0091,/images/plants/local/plant-0091-local-02.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Felix' 3.jpg,Изображения/Котівник гроновидний 'Felix' 3.jpg,,Котівник гроновидний 'Felix' — додаткове фото,Flora & Aroma local file,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0092,/images/plants/local/plant-0092-local-01.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Alba' 4.jpg,Изображения/Котівник гроновидний 'Alba' 4.jpg,,Котівник гроновидний 'Alba' — основне фото,Flora & Aroma local file,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0092,/images/plants/local/plant-0092-local-02.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Alba' 3.jpg,Изображения/Котівник гроновидний 'Alba' 3.jpg,,Котівник гроновидний 'Alba' — додаткове фото,Flora & Aroma local file,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0099,/images/plants/local/plant-0099-local-gallery-01.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія лікарська Purpurascens квітуча.jpg,Изображения/Шавлія лікарська Purpurascens квітуча.jpg,,Шавлія лікарська 'Purpurascens' — квітуча рослина,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0099,/images/plants/local/plant-0099-local-gallery-02.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія лікарська Purpurascens листя.jpg,Изображения/Шавлія лікарська Purpurascens листя.jpg,,Шавлія лікарська 'Purpurascens' — листя та кущ,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0095,/images/plants/local/plant-0095-local-gallery-01.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія дібровна ‘Merleau Compact Blue’ 4.jpg,Изображения/Шавлія дібровна ‘Merleau Compact Blue’ 4.jpg,,Шавлія дібровна 'Merleau Compact Blue' — квітуча рослина,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0095,/images/plants/local/plant-0095-local-gallery-02.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія дібровна ‘Merleau Compact Blue’ 1.jpg,Изображения/Шавлія дібровна ‘Merleau Compact Blue’ 1.jpg,,Шавлія дібровна 'Merleau Compact Blue' — додаткове фото,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0096,/images/plants/local/plant-0096-local-gallery-01.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія дібровна ‘Rosakönigin’.jpg,Изображения/Шавлія дібровна ‘Rosakönigin’.jpg,,Шавлія дібровна 'Rosakönigin' — квітуча рослина,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0096,/images/plants/local/plant-0096-local-gallery-02.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія дібровна ‘Rosakönigin’ 1.jpg,Изображения/Шавлія дібровна ‘Rosakönigin’ 1.jpg,,Шавлія дібровна 'Rosakönigin' — додаткове фото,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0097,/images/plants/local/plant-0097-local-gallery-01.jpg,Flora & Aroma operator supplied photo,Изображения/Шавлія дібровна ‘Blaukönigin’ 4.jpg,Изображения/Шавлія дібровна ‘Blaukönigin’ 4.jpg,,Шавлія дібровна 'Blaukönigin' — квітуча рослина,Flora & Aroma,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-24
PLANT-0091,/images/plants/local/plant-0091-format-01-v2.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Felix' V-120.jpg,Изображения/Котівник гроновидний 'Felix' V-120.jpg,,Котівник гроновидний 'Felix' — формат V-120,Flora & Aroma local file,operator_approved_repository_site,,container_photo_operator_approved_2026-08-27
PLANT-0092,/images/plants/local/plant-0092-format-01-v2.jpg,Local Flora image folder,Изображения/Котівник гроновидний 'Alba' V-120.jpg,Изображения/Котівник гроновидний 'Alba' V-120.jpg,,Котівник гроновидний 'Alba' — формат V-120,Flora & Aroma local file,operator_approved_repository_site,,container_photo_operator_approved_2026-08-27
PLANT-0096,/images/plants/local/plant-0096-format-01-v2.jpg,Local Flora image folder,Изображения/Шавлія дібровна ‘Rosakönigin’ V-120.jpg,Изображения/Шавлія дібровна ‘Rosakönigin’ V-120.jpg,,Шавлія дібровна 'Rosakönigin' — формат V-120,Flora & Aroma local file,operator_approved_repository_site,,container_photo_operator_approved_2026-08-27
PLANT-0097,/images/plants/local/plant-0097-format-01-v2.jpg,Local Flora image folder,Изображения/Шавлія дібровна ‘Blaukönigin’ V-120.jpg,Изображения/Шавлія дібровна ‘Blaukönigin’ V-120.jpg,,Шавлія дібровна 'Blaukönigin' — формат V-120,Flora & Aroma local file,operator_approved_repository_site,,container_photo_operator_approved_2026-08-27
PLANT-0099,/images/plants/local/plant-0099-format-01-v2.jpg,Local Flora image folder,Изображения/Шавлія лікарська Purpurascens V-120.jpg,Изображения/Шавлія лікарська Purpurascens V-120.jpg,,Шавлія лікарська 'Purpurascens' — формат V-120,Flora & Aroma local file,operator_approved_repository_site,,container_photo_operator_approved_2026-08-27
PLANT-0032,/images/plants/local/plant-0032-card-01.png,Local Flora image folder,Изображения/Картки рослин/Сосна звичайна.png,Изображения/Картки рослин/Сосна звичайна.png,,Сосна звичайна — картка рослини,Flora & Aroma local file,operator_approved_repository_site,,operator_approved_for_storefront_2026-08-27
